company,location_hq,country,continent,laid_off,date_layoffs,percentage,company_size_before_layoffs,company_size_after_layoffs,industry,stage,money_raised_in_mil,year,latitude,longitude,mapped_industry,profit_margins,pe_ratio
Swyft,Toronto,Canada,North America,10,2022-06-15,30.0,33,23,Logistics,Series A,20.0,2022,43.70643,-79.39864,Other,0.31267793340442784,149.10145341991296
Coinbase,San Francisco Bay Area,USA,North America,1100,2022-06-14,18.0,6111,5011,Crypto,Post-IPO,549.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Redfin,Seattle,USA,North America,470,2022-06-14,8.0,5875,5405,Real Estate,Post-IPO,319.0,2022,47.60621,-122.33207,Real Estate,0.30273994137013177,187.5233707675104
Compass,New York City,USA,North America,450,2022-06-14,10.0,4500,4050,Real Estate,Post-IPO,1600.0,2022,40.71427,-74.00597,Real Estate,0.30273994137013177,187.5233707675104
Breathe,New Delhi,India,Asia,50,2022-06-14,33.0,152,102,Healthcare,Series A,6.0,2022,28.65195,77.23149,Healthcare,0.5421634367891365,286.19442704934613
TIFIN,Boulder,USA,North America,24,2022-06-14,10.0,240,216,Crypto,Series D,204.0,2022,40.01499,-105.27055,Other,0.31267793340442784,149.10145341991296
BlockFi,New York City,USA,North America,250,2022-06-13,20.0,1250,1000,Crypto,Series E,1000.0,2022,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Wave Sports and Entertainment,Los Angeles,USA,North America,56,2022-06-13,33.0,170,114,Media,Series B,65.0,2022,34.05223,-118.24368,Other,0.31267793340442784,149.10145341991296
Studio,San Francisco Bay Area,USA,North America,33,2022-06-13,40.0,83,50,Education,Series B,50.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
FarEye,New Delhi,India,Asia,250,2022-06-10,30.0,833,583,Logistics,Series E,150.0,2022,28.65195,77.23149,Other,0.31267793340442784,149.10145341991296
Albert,Los Angeles,USA,North America,20,2022-06-10,8.0,250,230,Finance,Series C,175.0,2022,34.05223,-118.24368,Other,0.31267793340442784,149.10145341991296
OneTrust,Atlanta,USA,North America,950,2022-06-09,25.0,3800,2850,Security,Series C,926.0,2022,33.749,-84.38798,Other,0.31267793340442784,149.10145341991296
Stitch Fix,San Francisco Bay Area,USA,North America,330,2022-06-09,15.0,2200,1870,Retail,Post-IPO,79.0,2022,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
Convoy,Seattle,USA,North America,90,2022-06-09,7.0,1286,1196,Logistics,Series E,1100.0,2022,47.60621,-122.33207,Other,0.31267793340442784,149.10145341991296
Hologram,Chicago,USA,North America,80,2022-06-09,40.0,200,120,Infrastructure,Series B,82.0,2022,41.85003,-87.65005,Other,0.31267793340442784,149.10145341991296
Boozt,Malmö,Sweden,Europe,70,2022-06-09,5.0,1400,1330,Retail,Post-IPO,56.0,2022,55.60587,13.00073,Consumer,0.17082623261628355,113.24898568126481
The Grommet,Boston,USA,North America,40,2022-06-09,100.0,40,0,Retail,Acquired,5.0,2022,42.35843,-71.05977,Consumer,0.17082623261628355,113.24898568126481
Stashaway,Singapore,Singapore,Asia,31,2022-06-09,14.0,221,190,Finance,Series D,61.0,2022,1.28967,103.85007,Other,0.31267793340442784,149.10145341991296
Preply,Boston,USA,North America,26,2022-06-09,5.0,520,494,Education,Series C,100.0,2022,42.35843,-71.05977,Other,0.31267793340442784,149.10145341991296
Sonder,San Francisco Bay Area,USA,North America,250,2022-06-08,21.0,1190,940,Travel,Post-IPO,839.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Truepill,San Francisco Bay Area,USA,North America,150,2022-06-08,15.0,1000,850,Healthcare,Series D,255.0,2022,37.66882,-122.0808,Healthcare,0.5421634367891365,286.19442704934613
Cazoo,London,United Kingdom,Europe,750,2022-06-07,15.0,5000,4250,Transportation,Post-IPO,2000.0,2022,51.50853,-0.12574,Other,0.31267793340442784,149.10145341991296
Cazoo,London,United Kingdom,Europe,750,2022-06-07,15.0,5000,4250,Transportation,Post-IPO,2000.0,2022,51.50853,-0.12574,Other,0.31267793340442784,149.10145341991296
Bird,Los Angeles,USA,North America,138,2022-06-07,23.0,600,462,Transportation,Post-IPO,783.0,2022,34.05223,-118.24368,Other,0.31267793340442784,149.10145341991296
Superhuman,San Francisco Bay Area,USA,North America,23,2022-06-03,22.0,105,82,Consumer,Series C,108.0,2022,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
Food52,New York City,USA,North America,21,2022-06-03,15.0,140,119,Food,Acquired,176.0,2022,40.71427,-74.00597,Consumer,0.17082623261628355,113.24898568126481
Carbon Health,San Francisco Bay Area,USA,North America,250,2022-06-02,8.0,3125,2875,Healthcare,Series D,522.0,2022,37.77493,-122.41942,Healthcare,0.5421634367891365,286.19442704934613
PolicyGenius,New York City,USA,North America,170,2022-06-02,25.0,680,510,Finance,Series E,286.0,2022,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Yojak,Gurugram,India,Asia,140,2022-06-02,50.0,280,140,Construction,Seed,3.0,2022,28.4601,77.02635,Other,0.31267793340442784,149.10145341991296
Stord,Atlanta,USA,North America,59,2022-06-02,8.0,738,679,Logistics,Series D,325.0,2022,33.749,-84.38798,Other,0.31267793340442784,149.10145341991296
Gather,San Francisco Bay Area,USA,North America,30,2022-06-02,33.0,91,61,Consumer,Series B,76.0,2022,37.44188,-122.14302,Consumer,0.17082623261628355,113.24898568126481
IRL,San Francisco Bay Area,USA,North America,25,2022-06-02,25.0,100,75,Consumer,Series C,197.0,2022,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
Cybereason,Boston,USA,North America,100,2022-06-01,6.0,1667,1567,Security,Series F,750.0,2022,42.35843,-71.05977,Other,0.31267793340442784,149.10145341991296
Udayy,Gurugram,India,Asia,100,2022-06-01,100.0,100,0,Education,Seed,2.0,2022,28.4601,77.02635,Other,0.31267793340442784,149.10145341991296
Curve,London,United Kingdom,Europe,65,2022-06-01,10.0,650,585,Finance,Series C,182.0,2022,51.50853,-0.12574,Other,0.31267793340442784,149.10145341991296
Loom,San Francisco Bay Area,USA,North America,34,2022-06-01,14.0,243,209,Product,Series C,203.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Impala,London,United Kingdom,Europe,30,2022-06-01,35.0,86,56,Travel,Series B,32.0,2022,51.50853,-0.12574,Other,0.31267793340442784,149.10145341991296
Tomo,Stamford,USA,North America,44,2022-05-31,33.0,133,89,Finance,Series A,110.0,2022,41.05343,-73.53873,Other,0.31267793340442784,149.10145341991296
BookClub,Salt Lake City,USA,North America,12,2022-05-31,25.0,48,36,Education,Series A,26.0,2022,40.76078,-111.89105,Other,0.31267793340442784,149.10145341991296
SWVL,Dubai,United Arabian Emirates,Asia,400,2022-05-30,32.0,1250,850,Transportation,Post-IPO,132.0,2022,25.07725,55.30927,Other,0.31267793340442784,149.10145341991296
Mobile Premier League,Bengaluru,India,Asia,100,2022-05-30,10.0,1000,900,Consumer,Series E,375.0,2022,12.97194,77.59369,Consumer,0.17082623261628355,113.24898568126481
FrontRow,Bengaluru,India,Asia,145,2022-05-27,30.0,483,338,Education,Series A,17.0,2022,12.97194,77.59369,Other,0.31267793340442784,149.10145341991296
VTEX,Sao Paulo,Brazil,South America,200,2022-05-26,13.0,1538,1338,Retail,Post-IPO,365.0,2022,-23.5475,-46.63611,Consumer,0.17082623261628355,113.24898568126481
Bitso,Mexico City,Mexico,North America,80,2022-05-26,11.0,727,647,Crypto,Series C,378.0,2022,19.42847,-99.12766,Other,0.31267793340442784,149.10145341991296
Lacework,San Francisco Bay Area,USA,North America,300,2022-05-25,20.0,1500,1200,Security,Series D,1900.0,2022,37.38605,-122.08385,Other,0.31267793340442784,149.10145341991296
Bolt,San Francisco Bay Area,USA,North America,240,2022-05-25,27.0,889,649,Finance,Series E,1300.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Kontist,Berlin,Germany,Europe,50,2022-05-25,25.0,200,150,Finance,Series B,53.0,2022,52.52437,13.41053,Other,0.31267793340442784,149.10145341991296
Nuri,Berlin,Germany,Europe,45,2022-05-25,20.0,225,180,Finance,Series B,42.0,2022,52.52437,13.41053,Other,0.31267793340442784,149.10145341991296
Coterie Insurance,Cincinnati,USA,North America,30,2022-05-25,20.0,150,120,Finance,Series B,70.0,2022,39.12711,-84.51439,Other,0.31267793340442784,149.10145341991296
Gorillas,Berlin,Germany,Europe,300,2022-05-24,50.0,600,300,Food,Series C,1300.0,2022,52.52437,13.41053,Consumer,0.17082623261628355,113.24898568126481
Buenbit,Buenos Aires,Argentina,South America,80,2022-05-23,45.0,178,98,Crypto,Series A,11.0,2022,-34.61315,-58.37723,Other,0.31267793340442784,149.10145341991296
BeyondMinds,Tel Aviv,Israel,Asia,65,2022-05-23,100.0,65,0,Data,Series A,16.0,2022,32.08088,34.78057,Other,0.31267793340442784,149.10145341991296
Airtime,New York City,USA,North America,30,2022-05-23,20.0,150,120,Consumer,Series B,33.0,2022,40.71427,-74.00597,Consumer,0.17082623261628355,113.24898568126481
MFine,Bengaluru,India,Asia,600,2022-05-21,75.0,800,200,Healthcare,Series C,97.0,2022,12.97194,77.59369,Healthcare,0.5421634367891365,286.19442704934613
Latch,New York City,USA,North America,130,2022-05-20,28.0,464,334,Security,Post-IPO,342.0,2022,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Outside,Boulder,USA,North America,87,2022-05-20,15.0,580,493,Media,Series B,174.0,2022,40.01499,-105.27055,Other,0.31267793340442784,149.10145341991296
Skillz,San Francisco Bay Area,USA,North America,70,2022-05-20,10.0,700,630,Consumer,Post-IPO,287.0,2022,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
Cars24,Gurugram,India,Asia,600,2022-05-19,6.0,10000,9400,Transportation,Series G,1300.0,2022,28.4601,77.02635,Other,0.31267793340442784,149.10145341991296
Vedantu,Bengaluru,India,Asia,424,2022-05-18,7.0,6057,5633,Education,Series E,292.0,2022,12.97194,77.59369,Other,0.31267793340442784,149.10145341991296
Netflix,San Francisco Bay Area,USA,North America,150,2022-05-17,1.0,15000,14850,Media,Post-IPO,121900.0,2022,37.22661,-121.97468,Other,0.31267793340442784,149.10145341991296
Kry,Stockholm,Sweden,Europe,100,2022-05-17,10.0,1000,900,Healthcare,Series D,568.0,2022,59.32938,18.06871,Healthcare,0.5421634367891365,286.19442704934613
Picsart,Miami,USA,North America,90,2022-05-17,8.0,1125,1035,Consumer,Series C,195.0,2022,25.77427,-80.19366,Consumer,0.17082623261628355,113.24898568126481
Zak,Sao Paulo,Brazil,South America,100,2022-05-16,40.0,250,150,Food,Series A,29.0,2022,-23.5475,-46.63611,Consumer,0.17082623261628355,113.24898568126481
AliExpress Russia,Moscow,Russia,Europe,400,2022-05-14,40.0,1000,600,Retail,Acquired,60.0,2022,55.75222,37.61556,Consumer,0.17082623261628355,113.24898568126481
DataRobot,Boston,USA,North America,70,2022-05-11,7.0,1000,930,Data,Series G,1000.0,2022,42.35843,-71.05977,Other,0.31267793340442784,149.10145341991296
Carvana,Phoenix,USA,North America,2500,2022-05-10,12.0,20833,18333,Transportation,Post-IPO,1600.0,2022,33.44838,-112.07404,Other,0.31267793340442784,149.10145341991296
Doma,San Francisco Bay Area,USA,North America,310,2022-05-10,15.0,2067,1757,Finance,Post-IPO,679.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Pollen,London,United Kingdom,Europe,200,2022-05-10,33.0,606,406,Travel,Series C,238.0,2022,51.50853,-0.12574,Other,0.31267793340442784,149.10145341991296
Latch,New York City,USA,North America,30,2022-05-10,6.0,500,470,Security,Post-IPO,342.0,2022,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Vroom,New York City,USA,North America,270,2022-05-09,14.0,1929,1659,Transportation,Post-IPO,1300.0,2022,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Vedantu,Bengaluru,India,Asia,200,2022-05-05,3.0,6667,6467,Education,Series E,292.0,2022,12.97194,77.59369,Other,0.31267793340442784,149.10145341991296
Mural,San Francisco Bay Area,USA,North America,90,2022-05-05,10.0,900,810,Product,Series C,192.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
On Deck,San Francisco Bay Area,USA,North America,72,2022-05-05,25.0,288,216,Education,Series A,20.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
SEND,Sydney,Australia,Australia,300,2022-05-04,100.0,300,0,Food,Seed,3.0,2022,-33.86785,151.20732,Consumer,0.17082623261628355,113.24898568126481
Mainstreet,San Francisco Bay Area,USA,North America,45,2022-05-04,30.0,150,105,Finance,Series A,64.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Avo,Tel Aviv,Israel,Asia,500,2022-05-01,67.0,746,246,Food,Series B,45.0,2022,32.08088,34.78057,Consumer,0.17082623261628355,113.24898568126481
Domestika,San Francisco Bay Area,USA,North America,150,2022-04-28,19.0,789,639,Education,Series D,130.0,2022,37.87159,-122.27275,Other,0.31267793340442784,149.10145341991296
Robinhood,San Francisco Bay Area,USA,North America,340,2022-04-26,9.0,3778,3438,Finance,Post-IPO,5600.0,2022,37.45383,-122.18219,Other,0.31267793340442784,149.10145341991296
Bonsai,Toronto,Canada,North America,29,2022-04-26,34.0,85,56,Retail,Series A,27.0,2022,43.70643,-79.39864,Consumer,0.17082623261628355,113.24898568126481
Xiaohongshu,Shanghai,China,Asia,180,2022-04-21,9.0,2000,1820,Consumer,Series E,917.0,2022,31.22222,121.45806,Consumer,0.17082623261628355,113.24898568126481
Facily,Sao Paulo,Brazil,South America,260,2022-04-20,30.0,867,607,Retail,Series D,502.0,2022,-23.5475,-46.63611,Consumer,0.17082623261628355,113.24898568126481
Blend,San Francisco Bay Area,USA,North America,200,2022-04-19,10.0,2000,1800,Finance,Post-IPO,665.0,2022,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
QuintoAndar,Sao Paulo,Brazil,South America,160,2022-04-19,4.0,4000,3840,Real Estate,Series E,755.0,2022,-23.5475,-46.63611,Real Estate,0.30273994137013177,187.5233707675104
Rad Power Bikes,Seattle,USA,North America,100,2022-04-12,14.0,714,614,Transportation,Series D,329.0,2022,47.60621,-122.33207,Other,0.31267793340442784,149.10145341991296
Food52,New York City,USA,North America,20,2022-04-08,10.0,200,180,Food,Acquired,176.0,2022,40.71427,-74.00597,Consumer,0.17082623261628355,113.24898568126481
Unacademy,Bengaluru,India,Asia,1000,2022-04-07,17.0,5882,4882,Education,Series H,838.0,2022,12.97194,77.59369,Other,0.31267793340442784,149.10145341991296
Legible,Vancouver,Canada,North America,23,2022-04-04,38.0,61,38,Media,Post-IPO,3.0,2022,49.24966,-123.11934,Other,0.31267793340442784,149.10145341991296
Rasa,Berlin,Germany,Europe,59,2022-03-30,40.0,148,89,Data,Series B,40.0,2022,52.52437,13.41053,Other,0.31267793340442784,149.10145341991296
Gopuff,Philadelphia,USA,North America,450,2022-03-29,3.0,15000,14550,Food,Series H,3400.0,2022,39.95238,-75.16362,Consumer,0.17082623261628355,113.24898568126481
Thinkific,Vancouver,Canada,North America,100,2022-03-29,20.0,500,400,Education,Post-IPO,22.0,2022,49.24966,-123.11934,Other,0.31267793340442784,149.10145341991296
Storytel,Stockholm,Sweden,Europe,100,2022-03-17,10.0,1000,900,Media,Post-IPO,275.0,2022,59.32938,18.06871,Other,0.31267793340442784,149.10145341991296
Trell,Bengaluru,India,Asia,300,2022-03-15,50.0,600,300,Retail,Series B,62.0,2022,12.97194,77.59369,Consumer,0.17082623261628355,113.24898568126481
Adaptive Biotechnology,Seattle,USA,North America,100,2022-03-08,12.0,833,733,Healthcare,Post-IPO,406.0,2022,47.60621,-122.33207,Healthcare,0.5421634367891365,286.19442704934613
Hyperscience,New York City,USA,North America,100,2022-03-03,25.0,400,300,Data,Series E,289.0,2022,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Wish,San Francisco Bay Area,USA,North America,190,2022-03-01,15.0,1267,1077,Retail,Post-IPO,1600.0,2022,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
Liv Up,Sao Paulo,Brazil,South America,100,2022-02-16,15.0,667,567,Food,Series D,118.0,2022,-23.5475,-46.63611,Consumer,0.17082623261628355,113.24898568126481
Homie,Salt Lake City,USA,North America,119,2022-02-14,29.0,410,291,Real Estate,Series B,35.0,2022,40.76078,-111.89105,Real Estate,0.30273994137013177,187.5233707675104
Daily Harvest,New York City,USA,North America,60,2022-02-10,20.0,300,240,Food,Series D,120.0,2022,40.71427,-74.00597,Consumer,0.17082623261628355,113.24898568126481
Peloton,New York City,USA,North America,2800,2022-02-08,20.0,14000,11200,Fitness,Post-IPO,1900.0,2022,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Gopuff,Philadelphia,USA,North America,100,2022-01-26,0.6622516556291391,15100,15000,Food,Series H,3400.0,2022,39.95238,-75.16362,Consumer,0.17082623261628355,113.24898568126481
Glossier,New York City,USA,North America,80,2022-01-26,33.0,242,162,Consumer,Series E,266.0,2022,40.71427,-74.00597,Consumer,0.17082623261628355,113.24898568126481
Delivery Hero,Berlin,Germany,Europe,300,2021-12-22,6.976744186046512,4300,4000,Food,Post-IPO,8300.0,2021,52.52437,13.41053,Consumer,0.17082623261628355,113.24898568126481
BitTitan,Seattle,USA,North America,70,2021-11-18,27.0,259,189,Data,Acquired,46.0,2021,47.60621,-122.33207,Other,0.31267793340442784,149.10145341991296
Zillow,Seattle,USA,North America,2000,2021-11-02,25.0,8000,6000,Real Estate,Post-IPO,97.0,2021,47.60621,-122.33207,Real Estate,0.30273994137013177,187.5233707675104
Treehouse,Portland,USA,North America,41,2021-09-14,90.0,46,5,Education,Series B,12.0,2021,45.52345,-122.67621,Other,0.31267793340442784,149.10145341991296
Flockjay,San Francisco Bay Area,USA,North America,37,2021-08-24,50.0,74,37,Education,Series A,14.0,2021,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
New Relic,San Francisco Bay Area,USA,North America,160,2021-04-06,7.0,2286,2126,Infrastructure,Post-IPO,215.0,2021,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Bounce,Bengaluru,India,Asia,200,2021-02-22,40.0,500,300,Transportation,Series D,214.0,2021,12.97194,77.59369,Other,0.31267793340442784,149.10145341991296
Quandoo,Berlin,Germany,Europe,87,2021-02-03,20.0,435,348,Food,Acquired,39.0,2021,52.52437,13.41053,Consumer,0.17082623261628355,113.24898568126481
Hubba,Toronto,Canada,North America,45,2021-02-01,100.0,45,0,Retail,Series B,61.0,2021,43.70643,-79.39864,Consumer,0.17082623261628355,113.24898568126481
Postmates,San Francisco Bay Area,USA,North America,180,2021-01-23,15.0,1200,1020,Food,Acquired,763.0,2021,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
Breather,Montreal,Canada,North America,120,2020-12-16,80.0,150,30,Real Estate,Series D,131.0,2020,45.50884,-73.58781,Real Estate,0.30273994137013177,187.5233707675104
Aya,Toronto,Canada,North America,5,2020-11-19,25.0,20,15,Finance,Seed,3.0,2020,43.70643,-79.39864,Other,0.31267793340442784,149.10145341991296
Bridge Connector,Nashville,USA,North America,154,2020-11-17,100.0,154,0,Healthcare,Series B,45.0,2020,36.16589,-86.78444,Healthcare,0.5421634367891365,286.19442704934613
Knotel,New York City,USA,North America,20,2020-10-29,8.0,250,230,Real Estate,Series C,560.0,2020,40.71427,-74.00597,Real Estate,0.30273994137013177,187.5233707675104
GetYourGuide,Berlin,Germany,Europe,90,2020-10-14,17.0,529,439,Travel,Series E,656.0,2020,52.52437,13.41053,Other,0.31267793340442784,149.10145341991296
Alto Pharmacy,San Francisco Bay Area,USA,North America,47,2020-09-29,6.0,783,736,Healthcare,Series D,356.0,2020,37.77493,-122.41942,Healthcare,0.5421634367891365,286.19442704934613
